,id,title,time,url,score,descendants,author,labels
15,38582870,NeurIPS 2023 Posters Cluster Visualization,1702137169,https://neurips2023.vizhub.ai/,72,10,skadamat,0
16,38572720,Ava PLS: open-source application for running language models locally,1702061596,https://avapls.com/,59,13,cztomsik,7
17,38581959,Scrambling eggs for Spotify with Knuth's Fibonacci hashing,1702130417,https://pncnmnp.github.io/blogs/fibonacci-hashing.html,99,34,pncnmnp,0
18,38583399,Make Apps for Linux,1702140649,https://makealinux.app,180,201,jay-barronville,5
19,38586000,A Cultural Critique of the Tesla Cybertruck,1702155366,https://www.roadandtrack.com/car-culture/a46076478/a-cultural-critique-of-the-tesla-cybertruck/,32,31,MBCook,6
20,38586096,Show HN: Minimalist Calendars Generator,1702156013,https://useminimal.com,9,2,bjarocki,7
21,38574208,Just Your Handyman,1702068803,https://www.plough.com/en/topics/life/work/just-your-handyman,169,58,merrier,0
22,38574219,The Geopolitics of Godzilla,1702068848,https://petertasker.asia/articles/the-geopolitics-of-godzilla/,30,14,jynxxx,0
23,38581735,Single-Dose Psilocybin for Major Depressive Disorder: Randomized Clinical Trial,1702128144,https://jamanetwork.com/journals/jama/fullarticle/2808950,61,30,bookofjoe,0
24,38585515,Remembering Jon Postel and the day he hijacked the internet (2012),1702152757,https://www.wired.com/2012/10/joe-postel/,25,5,nadermx,0
25,38565576,"Balkan genomes trace the rise/fall of Roman Empire's frontier, migrations",1702010938,https://phys.org/news/2023-12-ancient-balkan-genomes-fall-roman.html,79,42,wglb,0
26,38586098,The U.S. Government's Most Powerful Spying Tool Is Fighting for Its Life,1702156016,https://www.wsj.com/politics/national-security/the-u-s-governments-most-powerful-spying-tool-is-fighting-for-its-life-5c2516d5,16,3,ironyman,0
27,38574888,Apple cuts off Beeper Mini's access,1702071707,https://techcrunch.com/2023/12/08/apple-cuts-off-beeper-minis-access-after-launch-of-service-that-brought-imessage-to-android/,1212,1104,coloneltcb,0
28,38568062,Cyborg cockroach could be the future of earthquake search and rescue,1702037572,https://www.nature.com/articles/d41586-023-03801-0,47,35,sohkamyung,0
29,38579602,Gilles Deleuze – What is Philosophy? [audio],1702107523,https://www.philosophizethis.org/podcast/deleuze-pt-1,55,74,tomtomistaken,0
30,38586692,Scary AI recognizes passwords by the sound of your typing,1702160458,https://www.pcworld.com/article/2166661/ai-recognises-passwords-by-the-sound-of-typing.html,4,0,grammers,4
31,38579161,PysimpleGUI,1702102583,https://github.com/PySimpleGUI/PySimpleGUI,228,129,nothrowaways,0
32,38584179,Mistral's mixtral-8x7B-32kseqlen on Vercel,1702145620,https://twitter.com/rauchg/status/1733540995546190048,52,13,tosh,0
33,38580742,W4 Games raises $15M to drive video game development with Godot Engine,1702119317,https://w4games.com/2023/12/07/w4-games-raises-15m-to-drive-video-game-development-inflection-with-godot-engine/,400,81,j_maffe,2
34,38579170,"EU strikes deal to regulate ChatGPT, AI tech",1702102811,https://www.bloomberg.com/news/articles/2023-12-08/eu-strikes-deal-to-regulate-chatgpt-other-ai-in-landmark-act,165,296,helsinkiandrew,4
35,38583163,Android adds ggml lib to AICore,1702138997,https://twitter.com/tarantulae/status/1733263854312825220,62,8,tosh,0
36,38571956,FDA approves a CRISPR-based medicine for treatment of sickle cell disease,1702058190,https://www.statnews.com/2023/12/08/fda-approves-casgevy-crispr-based-medicine-for-treatment-of-sickle-cell-disease/,503,215,divbzero,0
37,38582053,Subsec fluctuations in extracellular dopamine encode prediction errors in humans,1702131209,https://www.science.org/doi/10.1126/sciadv.adi4927,9,0,bookofjoe,0
38,38579890,A connection between after-hours work and decreased productivity,1702110575,https://slack.com/blog/news/the-surprising-connection-between-after-hours-work-and-decreased-productivity,176,108,krigath,0
39,38578951,Nebula Genomics – First to offer consumer anonymous sequencing,1702100323,https://nebula.org/anonymous-seq/,154,74,all2,0
40,38585189,Ext4 data corruption in 6.1 stable,1702150994,https://lore.kernel.org/stable/20231205122122.dfhhoaswsfscuhc3@quack3/,36,6,turrini,0
41,38570261,You are never taught how to build quality software,1702049729,https://www.florianbellmann.com/blog/never-taught-qa,510,447,RunOrVeith,0
42,38583674,"The Revised Psychology of Human Misjudgment, by Charlie Munger",1702142549,https://fs.blog/great-talks/psychology-human-misjudgment/,3,0,mooreds,0
43,38579899,"If buying isn't owning, piracy isn't stealing",1702110710,https://pluralistic.net/2023/12/08/playstationed/#tyler-james-hill,1248,608,jay_kyburz,0
44,38583930,Twitch can no longer afford to stay in South Korea,1702144185,https://qz.com/twitch-shutting-down-in-south-korea-amazon-1851076203,26,13,laurex,0
45,38583535,New QuickJS Release,1702141715,https://github.com/bellard/quickjs/commit/daa35bc1e5d43192098af9b51caeb4f18f73f9f9,66,21,rdtsc,3
46,38541983,I'm building a self-destructing USB drive (2022),1701855231,https://interruptlabs.ca/2022/07/29/I-m-Building-a-Self-Destructing-USB-Drive/,90,84,thunderbong,0
47,38582000,Apple to move key iPad engineering resources to Vietnam,1702130757,https://asia.nikkei.com/Spotlight/Supply-Chain/Apple-to-move-key-iPad-engineering-resources-to-Vietnam,109,91,firstSpeaker,0
48,38578185,NetworkX – Network Analysis in Python,1702091844,https://networkx.org/,164,54,comradesmith,0
49,38583207,Automating Continual Learning,1702139272,https://arxiv.org/abs/2312.00276,4,0,georgehill,0
50,38567406,Nikon makes firmware for astronauts to block cosmic rays in photos,1702031503,https://petapixel.com/2023/12/06/nikon-makes-special-firmware-for-astronauts-to-block-galactic-cosmic-rays-in-photos/,110,48,isaacfrond,0
51,38578771,Terraform module for scalable GitHub action runners on AWS,1702098182,https://github.com/philips-labs/terraform-aws-github-runner,104,49,ta988,0
52,38579981,Spain expels two US spies for infiltrating secret service,1702111614,https://english.elpais.com/spain/2023-12-08/spain-expels-two-us-spies-for-infiltrating-secret-service.html,200,131,hunglee2,0
53,38581432,Advent of Technical Writing: Style,1702125140,https://jamesg.blog/2023/12/09/style/,57,16,zerojames,0
54,38584233,ChatGPT being investigated over reports of 'laziness',1702145968,https://www.independent.co.uk/tech/openai-chatgpt-lazy-performance-slow-b2461071.html,13,7,marban,0
55,38580768,Inside OpenAI's crisis over the future of artificial intelligence,1702119513,https://www.nytimes.com/2023/12/09/technology/openai-altman-inside-crisis.html,83,75,twoodfin,1
56,38581474,"Qatar World Cup: a tournament shadowed by corruption, suffering and death",1702125580,https://www.theguardian.com/football/2022/nov/18/the-damned-world-cup-kicks-off-and-qatar-is-not-in-any-mood-to-apologise,45,9,wslh,0
57,38576351,QuIP#: 2-bit Quantization for LLMs,1702078625,https://cornell-relaxml.github.io/quip-sharp/,195,48,jasondavies,0
58,38573837,Paving the way to efficient architectures: StripedHyena-7B,1702067209,https://www.together.ai/blog/stripedhyena-7b,211,64,minimaxir,0
59,38545522,'A-team' of math proves a critical link between addition and sets,1701878108,https://www.quantamagazine.org/a-team-of-math-proves-a-critical-link-between-addition-and-sets-20231206/,264,106,digital55,0
60,38577240,Show HN: Open-source alternatives to tools You pay for,1702084477,https://osssoftware.org/,194,82,johnrushx,7
61,38583394,$7T annually invested in nature-negative activities,1702140635,https://www.unep.org/news-and-stories/press-release/global-annual-finance-flows-7-trillion-fueling-climate-biodiversity,33,9,Brajeshwar,0
62,38580758,French AI startup Mistral secures €2B valuation,1702119461,https://www.ft.com/content/ea29ddf8-91cb-45e8-86a0-f501ab7ad9bb,97,65,admp,4
63,38582437,Trippy: A Network Diagnostic Tool,1702134083,https://trippy.cli.rs/,3,0,signa11,0
64,38567626,Using FIDO keys,1702033850,https://777.tf/blog/2023/12/08/using-fido-keys/,73,53,jaefi,7
65,38585469,Windscale Fire,1702152554,https://en.wikipedia.org/wiki/Windscale_fire,3,0,EndXA,0
66,38582748,Vitamin B6 deficiency leads to social deficits and cognitive impairment,1702136322,https://www.nature.com/articles/s41398-021-01381-z,53,36,belltaco,0
67,38544729,Gemini AI,1701875027,https://deepmind.google/technologies/gemini/,2105,1593,dmotz,8
68,38580084,Alpine Linux 3.19.0 Released,1702112944,https://www.alpinelinux.org/posts/Alpine-3.19.0-released.html,42,0,tuananh,5
69,38578247,HashiCorp Vault forked into OpenBAO,1702092430,https://www.theregister.com/2023/12/08/hashicorp_openbao_fork/,166,74,geerlingguy,0
70,38572287,How Much Horsepower is a Horse? [video],1702059662,https://www.youtube.com/watch?v=7qxTKtlvaVE,20,9,zdw,0
71,38579355,LLM Robotics,1702104932,https://github.com/GT-RIPL/Awesome-LLM-Robotics,14,0,danboarder,0
72,38576274,Notebook LM,1702078296,https://notebooklm.google.com/?pli=1,37,5,qainsights,0
73,38573974,Zinc prevents vaginal candidiasis by inhibiting expression of fungal protein,1702067813,https://www.science.org/doi/10.1126/scitranslmed.adi3363,27,10,bookofjoe,3
74,38560832,"WigglyPaint: A juicy, jiggly drawing program",1701978058,https://internet-janitor.itch.io/wigglypaint,157,17,RodgerTheGreat,0
75,38579034,Light No Fire – A Fantasy Game from the Makers of No Man's Sky,1702101168,https://lightnofire.com/,86,65,MaximilianEmel,2
76,38562939,A genetically modified bacterium that outcompetes bacteria causing tooth decay,1701989744,https://www.astralcodexten.com/p/defying-cavity-lantern-bioworks-faq,364,145,vwoolf,0
77,38574934,Show HN: We've built an Open Source plugin to make using AI easier for VFX,1702071935,https://DeepMake.com/download/,29,7,bryanlyon,7
78,38548996,Christmas on the Moon,1701894228,https://longreads.com/2023/12/06/christmas-holidays-alone-not-home/,80,8,samclemens,0
79,38573765,American Chestnut Foundation Ceasing Distribution of Blight-Resistant Seeds,1702066913,https://tacf.org/darling-58/,196,54,cnntth,0
80,38570035,Spoofing DNS records by abusing DHCP DNS dynamic updates,1702048730,https://www.akamai.com/blog/security-research/spoofing-dns-by-abusing-dhcp,186,85,Terretta,0
81,38578459,EPA orders packaging firm Inhance to stop making PFAS,1702094768,https://cen.acs.org/environment/persistent-pollutants/US-EPA-orders-packaging-firm/101/web/2023/12,169,50,geox,0
82,38584059,"According to the EU AI act, calculating the mean counts as AI",1702144934,https://twitter.com/dj_d_sol/status/1733534121970790579,5,1,tosh,4
83,38576299,DIY Bluetooth and USB-C kit for the iPod Classic,1702078386,https://moonlit.market/,14,4,brazed_blotch,0
84,38583457,LA vegan restaurants are putting meat back on the menu,1702141096,https://www.sfgate.com/la/article/vegan-restaurants-adding-meat-los-angeles-18527772.php,10,12,sbuttgereit,0
85,38549734,Meta II: Digital Vellum in the Digital Scriptorium,1701898195,https://dl.acm.org/doi/pdf/10.1145/2716276.2724586,14,0,surprisetalk,0
86,38542334,The Morgan XP-1 is an eccentric English electric vehicle,1701859577,https://arstechnica.com/cars/2023/12/throwback-sportscar-maker-morgan-hasnt-forgotten-about-evs-meet-xp-1/,64,38,Tomte,0
87,38565567,"Ancient stars made extraordinarily heavy elements, researchers find",1702010848,https://phys.org/news/2023-12-ancient-stars-extraordinarily-heavy-elements.html,127,55,wglb,0
88,38576530,"Verizon fell for fake ""search warrant,"" gave victim's phone data to stalker",1702079390,https://arstechnica.com/tech-policy/2023/12/verizon-fell-for-fake-search-warrant-gave-victims-phone-data-to-stalker/,367,157,Shank,0
89,38584615,Animation vs. Physics,1702148131,https://www.youtube.com/watch?v=ErMSHiQRnc8,3,0,vishaltelangre,0
90,38572190,Simultaneous cat and external keyboard input causing kernel panic (2011),1702059305,https://lore.kernel.org/lkml/20111103182830.GB3844@khazad-dum.debian.net/T/,136,25,josephcsible,0
91,38550737,Behind the scenes of Sound ID in Merlin – Identify birds using your phone (2021),1701904104,https://www.macaulaylibrary.org/2021/06/22/behind-the-scenes-of-sound-id-in-merlin/,229,47,_xerces_,7
92,38581373,Deadweight Loss as a Service,1702124545,https://unoriginal.blog/introducing-dwlaas/,148,72,codon,0
93,38542689,The Case of the Missing Vega AVUM Propellant Tanks,1701863541,https://europeanspaceflight.com/the-case-of-the-missing-vega-avum-propellant-tanks/,22,1,georgecmu,0
94,38574555,GPS-Gaussian: Generalizable Pixel-wise 3D Gaussian Splatting for Human Synthesis,1702070318,https://shunyuanzheng.github.io/GPS-Gaussian,78,16,rbanffy,0
95,38583203,"If You're Not Paranoid, You're Crazy (2015)",1702139227,https://www.theatlantic.com/magazine/archive/2015/11/if-youre-not-paranoid-youre-crazy/407833/,43,13,jdkee,0
96,38579130,OpenBao – FOSS Fork of HashiCorp Vault,1702102186,https://github.com/openbao/openbao/tree/development,284,113,thinkmassive,0
97,38567074,Gaussian Head Avatar: Ultra High-Fidelity Head Avatar via Dynamic Gaussians,1702028324,https://yuelangx.github.io/gaussianheadavatar/,171,43,phil9l,0
98,38570624,Show HN: WarpBuild – x86-64 and arm GitHub Action runners for 30% faster builds,1702051880,https://www.warpbuild.com/,151,86,suryao,7
99,38581862,"Ask HN: Slowly Losing Interest in Software Engineering, should I be worried?",1702129419,,36,32,OulaX,7
100,38559607,Making noisy SVGs,1701972296,https://daniel.do/article/making-noisy-svgs/,488,88,dimmke,0
101,38552245,MIDI Editor,1701917583,http://www.midieditor.org/index.php?category=intro,101,41,brudgers,0
102,38565629,Reviving decade-old Macs with antiX and MX Linux (2022),1702011574,https://sts10.github.io/2022/12/14/antix-on-2008-macbook-5-1.html,194,109,indigodaddy,5
103,38569129,TXR Lisp,1702044126,https://www.nongnu.org/txr/txr-lisp.html,149,22,tosh,0
104,38584230,Amazon Has an Honesty Issue,1702145923,https://www.bentasker.co.uk/posts/blog/opinion/amazon-parcel-contents-get-stolen-and-then-amazon-tries-to-keep-payment.html,147,116,_Microft,0
105,38572244,"Show HN: I created an extension for direct streaming of videos, bypassing ads",1702059485,https://www.native-video.com/,23,5,beriboy,7
106,38582849,Europe reaches a deal on the first comprehensive AI rules,1702137018,https://www.npr.org/2023/12/09/1218374512/europe-first-comprehensive-ai-rules,5,1,xpe,4
107,38583403,200M-year-old mass extinction event may be happening again,1702140659,https://studyfinds.org/earth-mass-extinction/,4,0,Brajeshwar,2
108,38580173,Life for the Lowest Class in Ancient Pompeii? It Was Awful,1702113920,https://www.nytimes.com/2023/12/08/world/europe/pompeii-ruins-slaves.html,30,8,perihelions,0
109,38581069,The Cognitive Style of Unix (2010),1702122017,https://blog.vivekhaldar.com/post/3339907908/the-cognitive-style-of-unix,23,9,hiAndrewQuinn,0
110,38570537,"Mistral ""Mixtral"" 8x7B 32k model [magnet]",1702051380,https://twitter.com/MistralAI/status/1733150512395038967,512,225,xyzzyrz,0
111,38585266,Gross value added per worker by country and area in Europe,1702151448,"https://substackcdn.com/image/fetch/w_1456,c_limit,f_webp,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F6974049f-7543-41a2-ae38-8a2347c99799_1240x1052.png",19,6,hackandthink,0
112,38568252,Postgres Language Server: Implementing the Parser,1702038821,https://supabase.com/blog/postgres-language-server-implementing-parser,156,43,todsacerdoti,0
113,38542225,The economics of all-you-can-eat buffets (2020),1701858037,https://thehustle.co/the-economics-of-all-you-can-eat-buffets/,431,410,Vagantem,0
114,38571017,ReconFusion: 3D Reconstruction with Diffusion Priors,1702053874,https://reconfusion.github.io/,108,14,GaggiX,0
115,38576974,Gaussian explosion,1702082498,https://aras-p.info/blog/2023/12/08/Gaussian-explosion/,99,28,ibobev,0
116,38557203,Tesla shares 48V architecture with other automakers,1701961830,https://electrek.co/2023/12/07/tesla-shares-48v-architecture-with-other-automakers-to-move-the-industry/,310,466,toomuchtodo,6
117,38567149,5Ghoul: Unleashing Chaos on 5G Edge Devices,1702029096,https://asset-group.github.io/disclosures/5ghoul/,134,24,rho138,0
118,38564286,Show HN: Homebrew 16bit CPU from 74HC logic with C compiler and Unix-like OS,1701999159,http://www.sol-1.org/index.php,188,40,pconst167,7
119,38574940,Google shares sink following reports that some of their AI demo was faked,1702071962,https://www.cnbc.com/video/2023/12/08/google-shares-sink-following-reports-that-some-of-their-ai-demo-was-faked.html,79,32,donsupreme,4
120,38585393,Google's NotebookLM Could Be the Ultimate AI-Based Notes App If It Stops Lying,1702152204,https://gizmodo.com/google-notebooklm-ai-notes-app-1851084245,11,6,MISTERJerk2U,4
121,38537545,Jets: Ruby Serverless Framework,1701813683,https://docs.rubyonjets.com/,291,86,thunderbong,0
122,38542700,High Court rules that Getty vs. Stability AI case can proceed,1701863639,https://www.technollama.co.uk/high-court-rules-that-getty-v-stability-ai-case-can-proceed,109,111,AndrewDucker,4
123,38555655,Electric eel’s zap can transfer genes to nearby animals,1701952561,https://www.nagoya-u.ac.jp/researchinfo/result-en/2023/12/20231207-01.html,167,57,geox,0
124,38579227,"Ilya Sutskever has become invisible at OpenAI, his future uncertain",1702103497,https://www.businessinsider.com/openai-cofounder-ilya-sutskever-invisible-future-uncertain-2023-12,43,26,bumbledraven,1
125,38585546,Linux: Ext4 data corruption in 6.1.64-1,1702152915,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=1057843,6,2,6581,5
126,38580441,EU regulators reach agreement on outlines for future AI bill,1702116432,https://www.europarl.europa.eu/news/en/press-room/20231206IPR15699/artificial-intelligence-act-deal-on-comprehensive-rules-for-trustworthy-ai,15,6,Glimjaur,4
127,38531759,Show HN: Beeper Mini – iMessage client for Android,1701788781,https://www.beeper.com/,1506,869,erohead,7
128,38557715,Data Engineering Design Patterns,1701964309,https://www.dedp.online/,327,46,sebg,0
129,38564526,Pearl – A Production-Ready Reinforcement Learning AI Agent Library from Meta,1702001078,https://pearlagent.github.io/,35,0,tplrbv,4
130,38576583,GTD in 15 Minutes – A Pragmatic Guide to Getting Things Done,1702079717,https://hamberg.no/gtd,38,4,surprisetalk,9
131,38572284,Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts (2017),1702059651,https://arxiv.org/abs/1701.06538,58,9,georgehill,0
132,38561682,Memray: Python memory profiler,1701982403,https://bloomberg.github.io/memray/index.html,187,20,bx376,0
133,38580912,The New Essential Guide to Electronics in Shenzhen,1702120661,https://www.crowdsupply.com/machinery-enchantress/the-new-essential-guide-to-electronics-in-shenzhen/,38,1,Luc,9
134,38557246,"Fake chips, I got stung",1701962036,https://linuxjedi.co.uk/2023/12/01/fake-chips-i-got-stung/,281,186,tosh,0
135,38558423,A lost X-Files song,1701966970,https://twitter.com/laurenancona/status/1731900441800155459,450,164,tptacek,0
136,38556242,I made a link-sharing website,1701957128,https://mazzzystar.github.io/2023/12/07/sublink/,26,7,mazzystar,0
137,38552789,Building end-to-end security for Messenger,1701922911,https://engineering.fb.com/2023/12/06/security/building-end-to-end-security-for-messenger/,289,382,contact9879,0
138,38571524,The valve at the end of the world,1702056198,https://dirt.fyi/article/2023/11/vegetation?ref=thebrowser.com,63,31,bookofjoe,0
139,38543133,Conway's Game of Life is omniperiodic,1701866842,https://arxiv.org/abs/2312.02799,269,98,sohkamyung,2
140,38568264,No distributed quantum advantage for approximate graph coloring,1702038928,https://arxiv.org/abs/2307.09444,71,15,nabla9,0
141,38542550,The Amazonian Travels of Richard Evans Schultes,1701862060,https://www.amazonteam.org/maps/schultes/en/,7,2,carlosjobim,0
142,38554393,A Schism in the OpenPGP World,1701939824,https://lwn.net/SubscriberLink/953797/7222cd75661fb888/,133,269,todsacerdoti,0
143,38561382,Fun Cryptic Clues,1701980732,https://onwords.substack.com/p/some-of-the-most-fun-cryptic-clues,22,20,Caiero,0
144,38572675,The pro-Israel information war,1702061354,https://jackpoulson.substack.com/p/inside-the-pro-israel-information,800,1444,anigbrowl,0
145,38576358,EVE Online – Down the Rabbit Hole [video],1702078656,https://www.youtube.com/watch?v=BCSeISYcoyI,77,27,MrJagil,0
146,38563627,The Omnichord will be re-produced to commemorate our 70th anniversary,1701993987,https://suzukimusic-global.com/products_single.php?parent_cate_cd=3&products_cate_cd=34&products_cd=315,151,44,cglong,0
147,38569608,The Onyx Programming Language,1702046626,https://onyxlang.io/,109,68,PaulHoule,0
148,38571784,"To a Man with `Jq`, Everything Looks Like JSON",1702057426,https://ishan.page/blog/2023-12-07-jq-hammer-nails/,48,8,ishandotpage,0
149,38566235,"Goodbye, clean code (2020)",1702019535,https://overreacted.io/goodbye-clean-code/,376,316,kiyanwang,3
150,38584922,Is Grok Basically Just an OpenAI Wrapper?,1702149497,https://twitter.com/JaxWinterbourne/status/1733360575252517001,67,72,bundie,1
151,38579891,Ralph Nader-Founded Car Safety Group Trashes Cybertruck,1702110579,https://www.rollingstone.com/culture/culture-features/cybertruck-tesla-elon-musk-car-safety-ralph-nader-1234921888/,21,7,KnuthIsGod,6
152,38578133,Halley's Comet begins its 38-year journey back toward Earth tonight,1702091392,https://www.space.com/halleys-comet-return,31,7,wawayanda,2
153,38570677,Judge allows major 'right to repair' lawsuit against John Deere to move forward,1702052145,https://www.techdirt.com/2023/12/08/judge-allows-major-right-to-repair-lawsuit-against-john-deere-to-move-forward/,301,76,rntn,0
154,38576854,"'Excess profits' at big energy and consumer companies pushed up inflation,report",1702081692,https://www.cnbc.com/2023/12/08/excess-profits-of-big-firms-have-driven-up-inflation-report-claims.html,38,8,marifi,0
155,38577424,Dynamic music and sound techniques for video games,1702085855,https://blog.gingerbeardman.com/2023/12/09/dynamic-music-and-sound-techniques-for-video-games/,4,0,msephton,0
156,38569121,Double Standards,1702044085,https://www.raspberrypi.com/news/double-standards/,109,35,_Microft,0
157,38555417,Radio Architecture Matters: A Review of RF Sampling vs. Zero-IF,1701950099,https://www.analog.com/en/technical-articles/radio-architecture-matters.html,38,29,teleforce,0
158,38571086,Show HN: A commenting system that works via email,1702054190,https://r3ply.com/,45,14,asimpletune,7
159,38574187,Macro and Micro Necessity,1702068723,https://www.colinmcginn.net/macro-and-micro-necessity/,5,1,crapvoter,0
160,38543229,Mold Course,1701867509,https://www.epa.gov/mold/mold-course-introduction,405,172,tosh,0
161,38552267,The extremely large telescope will transform astronomy,1701917740,https://www.economist.com/interactive/science-and-technology/2023/12/06/the-extremely-telescope-will-trasform-astronomy,83,60,jdkee,0
162,38570732,Homes need to be built for better internet,1702052426,https://www.theverge.com/2023/12/8/23991092/homes-need-to-be-built-for-better-internet,97,248,rntn,0
163,38571088,IA Writer in Paper,1702054197,https://ia.net/topics/ia-writer-in-paper,164,80,scop,0
164,38556261,"Chipsynth C64 is an emulation of the SID so good, it can replace hardware",1701957186,https://cdm.link/2023/12/chipsynth-c64/,150,51,adunk,0
165,38581702,Artificial Cranial Deformation,1702127899,https://en.wikipedia.org/wiki/Artificial_cranial_deformation,6,2,ano-ther,0
166,38556162,The Shunting-Yard Algorithm (2011),1701956624,https://www.reedbeta.com/blog/the-shunting-yard-algorithm/,58,21,todsacerdoti,0
167,38542101,"WikEM, the Global Emergency Medicine Wiki",1701856366,https://wikem.org/wiki/Main_Page,110,17,pndy,0
168,38550026,Unveiling secrets of the ESP32: creating an open-source MAC layer,1701899434,https://zeus.ugent.be/blog/23-24/open-source-esp32-wifi-mac/,284,146,redfast00,7
169,38555115,Fairphone 5: Keeping it 10/10?,1701947066,https://www.ifixit.com/News/87664/fairphone-5-keeping-it-10-10,476,473,DamonHD,0
170,38569240,JC converts the output of popular command-line tools to JSON,1702044723,https://github.com/kellyjonbrazil/jc,316,148,tosh,0
171,38556188,Ask HN: Books you read in 2023 and recommend for 2024?,1701956807,,229,218,vanschelven,7
172,38566697,The Internet Shutdown Game,1702024807,https://shutdowngame.apc.org/,64,28,pabs3,2
173,38578872,"""If buying isn't owning, piracy isn't stealing""",1702099370,https://pluralistic.net/2023/12/08/playstationed/,178,43,frogulis,0
174,38581403,GCHQ spy gets life for stabbing NSA spy,1702124900,https://english.elpais.com/international/2023-10-30/a-former-british-cyberespionage-agency-employee-gets-life-in-prison-for-stabbing-an-american-spy.html,7,3,WhackyIdeas,0
175,38550675,Long context prompting for Claude 2.1,1701903620,https://www.anthropic.com/index/claude-2-1-prompting,229,95,typest,0
176,38577964,"Wine 9.0 RC1 – Run Windows Applications on Linux, BSD, Solaris and macOS",1702089872,https://www.winehq.org/announce/9.0-rc1,90,43,neustradamus,5
177,38559192,Choose your own IP,1701970190,https://tailscale.com/blog/choose-your-ip/,299,166,darthShadow,0
178,38557054,Meta's new AI image generator was trained on 1.1B Instagram and FB photos,1701961043,https://arstechnica.com/information-technology/2023/12/metas-new-ai-image-generator-was-trained-on-1-1-billion-instagram-and-facebook-photos/,337,215,my12parsecs,3
179,38569637,"Show HN: Package PHP apps as standalone, self-executable binaries",1702046748,https://frankenphp.dev/docs/embed/,21,4,kdunglas,5
180,38568076,Arch Linux bugtracker migration to Gitlab completed,1702037672,https://archlinux.org/news/bugtracker-migration-to-gitlab-completed/,119,69,Foxboron,5
181,38555834,Mozilla Launching a Public Voice Dataset,1701954085,https://commonvoice.mozilla.org/,36,6,BramLovesYams,0
182,38565314,Practical ways to increase product velocity,1702008307,https://staysaasy.com/management/2023/12/07/accelerating-product-velocity.html,92,66,zdw,0
183,38573806,Veins of bacteria could form a self-healing system for concrete infrastructure,1702067066,https://drexel.edu/news/archive/2023/December/BioFiber-self-healig-concrete,5,0,geox,0
184,38578528,"Ford F-150 Lightnings will soon offer home AC power, possibly cheaper than grid",1702095525,https://arstechnica.com/cars/2023/12/ford-f-150-lightnings-will-soon-offer-home-ac-power-possibly-cheaper-than-grid/,20,25,thunderbong,0
185,38559139,Standard Webhooks: open-source tools and guidelines for sending webhooks,1701969894,https://github.com/standard-webhooks/standard-webhooks,148,32,yurisagalov,7
186,38574482,Tech Management Has Bestowed Glory Upon Me,1702069975,https://ludic.mataroa.blog/blog/tech-management-has-bestowed-glory-upon-me/,43,10,jpurnell,0
